Run,mutation_rate,Generation,Fitness,Time (s)
0,0.005,21,7.5,42.836079835891724
0,0.005,22,7.5,42.836079835891724
0,0.005,23,7.5,42.836079835891724
0,0.005,24,7.5,42.836079835891724
0,0.005,25,7.25,42.836079835891724
0,0.005,26,7.25,42.836079835891724
0,0.005,27,7.25,42.836079835891724
0,0.005,28,7.25,42.836079835891724
0,0.005,29,7.25,42.836079835891724
0,0.005,30,7.25,42.836079835891724
0,0.005,31,7.25,42.836079835891724
0,0.005,32,7.25,42.836079835891724
0,0.005,33,7.25,42.836079835891724
0,0.005,34,7.25,42.836079835891724
0,0.005,35,7.25,42.836079835891724
0,0.005,36,7.25,42.836079835891724
0,0.005,37,7.25,42.836079835891724
0,0.005,38,7.25,42.836079835891724
0,0.005,39,7.25,42.836079835891724
0,0.005,40,7.25,42.836079835891724
